date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:14:42	12616/12616	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:14:42%20GMT	https://canadapost.authwebmail.com/ce0821ac2c?t=Y2FtcGFpZ25HVUlEPTQ0MzQ2OTFjLTc5NDItNDE1My04Njk3LTAyMWRjZDIxNTQ2MiZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=22	C:/Users/umutbaris/Desktop/web/websites/canadapost.authwebmail.com/ce0821ac2c6cd9.html	(from )
10:14:45	133501/133501	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:14:44%20GMT	https://verizon.authwebmail.com/1510498020?t=Y2FtcGFpZ25HVUlEPTM1NThhZWFiLTI0NTQtNDY0Zi04OGZjLTMxM2M2NmRlOTZhNyZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=16	C:/Users/umutbaris/Desktop/web/websites/verizon.authwebmail.com/1510498020047f.html	(from )
10:14:49	541676/541676	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:14:46%20GMT	https://bellcanada.authwebmail.com/b8c96d2852?t=Y2FtcGFpZ25HVUlEPTUzYzc1NjNkLTEzZDUtNGI4Zi1iNTViLTkyOWViYTI0MmY0OSZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=13	C:/Users/umutbaris/Desktop/web/websites/bellcanada.authwebmail.com/b8c96d285201ff.html	(from )
10:14:53	57026/57026	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:14:52%20GMT	https://capitalone.authwebmail.com/1ad5f2cd76?t=Y2FtcGFpZ25HVUlEPTgxZmM5ODE4LTA0MGMtNDdlNS1hNDU5LWY3Yjk1NWJlYzEwNCZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=15	C:/Users/umutbaris/Desktop/web/websites/capitalone.authwebmail.com/1ad5f2cd76a4a3.html	(from )
10:14:58	1202842/1202842	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:14:55%20GMT	https://concur.authwebmail.com/efc89502c7?t=Y2FtcGFpZ25HVUlEPWI3N2ZiNzUyLTE4ZGYtNDFmMS05ZDI5LTUxMDM5NDhhYWMyOSZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=8	C:/Users/umutbaris/Desktop/web/websites/concur.authwebmail.com/efc89502c740de.html	(from )
10:14:59	65132/65132	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:14:58%20GMT	https://ebay.authwebmail.com/7fcef1ba29?t=Y2FtcGFpZ25HVUlEPWIxZGEwM2U1LWRmZDQtNGViNC04ZTY2LWVlOTk2YzM1ZTBlNSZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=9	C:/Users/umutbaris/Desktop/web/websites/ebay.authwebmail.com/7fcef1ba2928e3.html	(from )
10:15:04	35361/35361	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:04%20GMT	https://jira.authwebmail.com/902b741cd3?t=Y2FtcGFpZ25HVUlEPTU3MzExZDA0LTllODEtNDgwYy1hOTBmLWVkN2YyMjAzMGQzNiZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=11	C:/Users/umutbaris/Desktop/web/websites/jira.authwebmail.com/902b741cd3c90a.html	(from )
10:15:04	426437/426437	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:01%20GMT	https://hsbc.authwebmail.com/a292b6d00b?t=Y2FtcGFpZ25HVUlEPWM2ZjdhNTA0LTVlNWUtNDk0Mi1hODkzLTVkOGU2ZDkxZTRlOCZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQSZyZXBseVRvPU4=&p=12	C:/Users/umutbaris/Desktop/web/websites/hsbc.authwebmail.com/a292b6d00bf444.html	(from )
10:15:07	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:07%20GMT	https://ebay.authwebmail.com/robots.txt		(from )
10:15:07	174136/174136	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:07%20GMT	https://commbank.authwebmail.com/e7a98a50e2?t=Y2FtcGFpZ25HVUlEPWU0MTVjZjRhLWU2MTAtNDk5Ni1iMWFkLTYyZmNiNWYwNjE1MSZ0ZW5hbnRJRD03ZTc3NzZjNy05NTA2LTQ5ZTctOTFlYy0xZDI0YTg2YmVjNjEmdGFyZ2V0RW1haWw9dW11dGJhcmlzQHNhYmFuY2l1bml2LmVkdSZlVHlwZT1DYW5JUGhpc2gmZVVSTD1OQQ==&p=7	C:/Users/umutbaris/Desktop/web/websites/commbank.authwebmail.com/e7a98a50e2eb6c.html	(from )
10:15:08	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:09%20GMT	https://docusign.authwebmail.com/robots.txt		(from )
10:15:10	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:10%20GMT	https://office.authwebmail.com/robots.txt		(from )
10:15:11	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:12%20GMT	https://social.authwebmail.com/robots.txt		(from )
10:15:13	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:13%20GMT	https://fedex.authwebmail.com/robots.txt		(from )
10:15:15	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:15%20GMT	https://linkedin.authwebmail.com/robots.txt		(from )
10:15:16	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:17%20GMT	https://netflix.authwebmail.com/robots.txt		(from )
10:15:18	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:18%20GMT	https://workspace.authwebmail.com/robots.txt		(from )
10:15:19	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:20%20GMT	https://govia.authwebmail.com/robots.txt		(from )
10:15:21	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:21%20GMT	https://xero.authwebmail.com/robots.txt		(from )
10:15:22	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:23%20GMT	https://adbc.authwebmail.com/robots.txt		(from )
10:15:24	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:24%20GMT	https://stc.authwebmail.com/robots.txt		(from )
10:15:25	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:26%20GMT	https://slack.authwebmail.com/robots.txt		(from )
10:15:27	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:27%20GMT	https://microsoft365.authwebmail.com/robots.txt		(from )
10:15:29	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:29%20GMT	https://african-bank.authwebmail.com/robots.txt		(from )
10:15:30	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:31%20GMT	https://github.authwebmail.com/robots.txt		(from )
10:15:32	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:32%20GMT	https://generic.authwebmail.com/robots.txt		(from )
10:15:33	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:34%20GMT	https://deliveroo.authwebmail.com/robots.txt		(from )
10:15:35	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:35%20GMT	https://uber.authwebmail.com/robots.txt		(from )
10:15:37	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:37%20GMT	https://qantas.authwebmail.com/robots.txt		(from )
10:15:38	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:38%20GMT	https://pay-pal.authwebmail.com/robots.txt		(from )
10:15:40	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:40%20GMT	https://canadapost.authwebmail.com/robots.txt		(from )
10:15:41	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:41%20GMT	https://verizon.authwebmail.com/robots.txt		(from )
10:15:42	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:43%20GMT	https://bellcanada.authwebmail.com/robots.txt		(from )
10:15:44	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:44%20GMT	https://capitalone.authwebmail.com/robots.txt		(from )
10:15:45	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:46%20GMT	https://concur.authwebmail.com/robots.txt		(from )
10:15:47	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:48%20GMT	https://hsbc.authwebmail.com/robots.txt		(from )
10:15:49	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:49%20GMT	https://jira.authwebmail.com/robots.txt		(from )
10:15:50	4142/4142	---MC-	200	added ('OK')	text/html	date:Sun,%2015%20Jan%202023%2007:15:50%20GMT	https://commbank.authwebmail.com/robots.txt		(from )
